Economic_Variable,Fashion_Trend,Lag_Months,Cross_Correlation
Unemployment Rate (%),mini_skirts,24,0.01311938099335125
Unemployment Rate (%),mini_skirts,25,0.022210215028007733
Unemployment Rate (%),mini_skirts,26,0.05122799109738902
Unemployment Rate (%),mini_skirts,27,0.07344575584533991
Unemployment Rate (%),mini_skirts,28,0.10860429420482473
Unemployment Rate (%),mini_skirts,29,0.12440302892802103
Unemployment Rate (%),mini_skirts,30,0.1514127957161258
Unemployment Rate (%),mini_skirts,31,0.1575493828483301
Unemployment Rate (%),mini_skirts,32,0.1756743852819305
Unemployment Rate (%),mini_skirts,33,0.18046603314973828
Unemployment Rate (%),mini_skirts,34,0.1678584565421132
Unemployment Rate (%),mini_skirts,35,0.17009949957922677
Unemployment Rate (%),mini_skirts,36,0.15361812154724763
Unemployment Rate (%),mini_skirts,37,0.15525937772415963
Unemployment Rate (%),mini_skirts,38,0.15777096317269731
Unemployment Rate (%),mini_skirts,39,0.16409203983214082
Unemployment Rate (%),mini_skirts,40,0.15475409495023745
Unemployment Rate (%),mini_skirts,41,0.1712457144313656
Unemployment Rate (%),mini_skirts,42,0.17131448902358992
Unemployment Rate (%),mini_skirts,43,0.1663600844809834
Unemployment Rate (%),mini_skirts,44,0.16987398969142078
Unemployment Rate (%),mini_skirts,45,0.21175885089427626
Unemployment Rate (%),mini_skirts,46,0.20875474684409817
Unemployment Rate (%),mini_skirts,47,0.21536475188301013
Unemployment Rate (%),mini_skirts,48,0.2394744043903673
Unemployment Rate (%),fast_fashion,0,-0.6330777080788901
Unemployment Rate (%),fast_fashion,1,-0.6324306656663823
Unemployment Rate (%),fast_fashion,2,-0.6198829129345439
Unemployment Rate (%),fast_fashion,3,-0.6344325107213792
Unemployment Rate (%),fast_fashion,4,-0.6366650265439097
Unemployment Rate (%),fast_fashion,5,-0.6213904159851176
Unemployment Rate (%),fast_fashion,6,-0.6286372112528851
Unemployment Rate (%),fast_fashion,7,-0.6159503200741309
Unemployment Rate (%),fast_fashion,8,-0.6035592591853106
Unemployment Rate (%),fast_fashion,9,-0.6134807704657509
Unemployment Rate (%),fast_fashion,10,-0.6038198817694455
Unemployment Rate (%),fast_fashion,11,-0.5881094500134277
Unemployment Rate (%),fast_fashion,12,-0.5973349039030764
Unemployment Rate (%),fast_fashion,13,-0.5886975426257433
Unemployment Rate (%),fast_fashion,14,-0.5749775099059077
Unemployment Rate (%),fast_fashion,15,-0.5954589503435287
Unemployment Rate (%),fast_fashion,16,-0.5999529831071528
Unemployment Rate (%),fast_fashion,17,-0.5909439695872707
Unemployment Rate (%),fast_fashion,18,-0.6046006454611768
Unemployment Rate (%),fast_fashion,19,-0.5947904669712476
Unemployment Rate (%),fast_fashion,20,-0.584828933193611
Unemployment Rate (%),fast_fashion,21,-0.6025461567876815
Unemployment Rate (%),fast_fashion,22,-0.5971447201409678
Unemployment Rate (%),fast_fashion,23,-0.5896850982600795
Unemployment Rate (%),fast_fashion,24,-0.5971240837668208
Unemployment Rate (%),fast_fashion,25,-0.6000623359424694
Unemployment Rate (%),fast_fashion,26,-0.5927968806896976
Unemployment Rate (%),fast_fashion,27,-0.6151676733481493
Unemployment Rate (%),fast_fashion,28,-0.6173516682852657
Unemployment Rate (%),fast_fashion,29,-0.6237047579179575
Unemployment Rate (%),fast_fashion,30,-0.6344370421452894
Unemployment Rate (%),fast_fashion,31,-0.6255926355758507
Unemployment Rate (%),fast_fashion,32,-0.6355346038360471
Unemployment Rate (%),fast_fashion,33,-0.6505231134509339
Unemployment Rate (%),fast_fashion,34,-0.6472998342421554
Unemployment Rate (%),fast_fashion,35,-0.6357918316306388
Unemployment Rate (%),fast_fashion,36,-0.6446956654347261
Unemployment Rate (%),fast_fashion,37,-0.6380632889014417
Unemployment Rate (%),fast_fashion,38,-0.6321818547302245
Unemployment Rate (%),fast_fashion,39,-0.6466461715827694
Unemployment Rate (%),fast_fashion,40,-0.6528690890880889
Unemployment Rate (%),fast_fashion,41,-0.6581540951572886
Unemployment Rate (%),fast_fashion,42,-0.6664339582483835
Unemployment Rate (%),fast_fashion,43,-0.6608042066579783
Unemployment Rate (%),fast_fashion,44,-0.6658709246517439
Unemployment Rate (%),fast_fashion,45,-0.6821851076151685
Unemployment Rate (%),fast_fashion,46,-0.6833625627376971
Unemployment Rate (%),fast_fashion,47,-0.6777305307216919
Unemployment Rate (%),fast_fashion,48,-0.686842002311393
Unemployment Rate (%),statement_pieces,0,-0.07106495640516866
Unemployment Rate (%),statement_pieces,1,-0.08264014415356422
Unemployment Rate (%),statement_pieces,2,-0.0331161636463745
Unemployment Rate (%),statement_pieces,3,-0.055874700285321745
Unemployment Rate (%),statement_pieces,4,-0.06978765009280927
Unemployment Rate (%),statement_pieces,5,-0.0665922008100829
Unemployment Rate (%),statement_pieces,6,-0.08888549471616825
Unemployment Rate (%),statement_pieces,7,-0.09604425016373806
Unemployment Rate (%),statement_pieces,8,-0.09417826755296459
Unemployment Rate (%),statement_pieces,9,-0.0724730374057528
Unemployment Rate (%),statement_pieces,10,-0.08795854167862184
Unemployment Rate (%),statement_pieces,11,-0.057746077607523545
Unemployment Rate (%),statement_pieces,12,-0.05467010565296459
Unemployment Rate (%),statement_pieces,13,-0.06636255330124476
Unemployment Rate (%),statement_pieces,14,-0.06324952974913114
Unemployment Rate (%),statement_pieces,15,-0.07871291432873985
Unemployment Rate (%),statement_pieces,16,-0.06944072169453397
Unemployment Rate (%),statement_pieces,17,-0.09637325571276883
Unemployment Rate (%),statement_pieces,18,-0.11226434066419104
Unemployment Rate (%),statement_pieces,19,-0.09634703381555385
Unemployment Rate (%),statement_pieces,20,-0.10324217268605772
Unemployment Rate (%),statement_pieces,21,-0.10535521514450896
Unemployment Rate (%),statement_pieces,22,-0.033565865302826
Unemployment Rate (%),statement_pieces,23,0.021820308038456974
Unemployment Rate (%),statement_pieces,24,0.05633795230863621
Unemployment Rate (%),statement_pieces,25,0.054080558888222725
Unemployment Rate (%),statement_pieces,26,0.008113950150155117
Unemployment Rate (%),statement_pieces,27,0.023336476089828445
Unemployment Rate (%),statement_pieces,28,0.02395651155444729
Unemployment Rate (%),statement_pieces,29,0.005031321331366684
Unemployment Rate (%),statement_pieces,30,0.00015937879897685476
Unemployment Rate (%),statement_pieces,31,-0.012988987847451469
Unemployment Rate (%),statement_pieces,32,-0.05499455020462298
Unemployment Rate (%),statement_pieces,33,-0.055957768568088276
Unemployment Rate (%),statement_pieces,34,-0.056993060299621284
Unemployment Rate (%),statement_pieces,35,-0.08032172311852563
Unemployment Rate (%),statement_pieces,36,-0.08135816941443329
Unemployment Rate (%),statement_pieces,37,-0.12407957052384247
Unemployment Rate (%),statement_pieces,38,-0.12183229720171893
Unemployment Rate (%),statement_pieces,39,-0.10050781814275211
Unemployment Rate (%),statement_pieces,40,-0.06980145951123218
Unemployment Rate (%),statement_pieces,41,-0.10322942167077248
Unemployment Rate (%),statement_pieces,42,-0.12346316258438127
Unemployment Rate (%),statement_pieces,43,-0.12608511036816777
Unemployment Rate (%),statement_pieces,44,-0.1418444257237718
Unemployment Rate (%),statement_pieces,45,-0.14152382151578496
Unemployment Rate (%),statement_pieces,46,-0.16277121241493567
Unemployment Rate (%),statement_pieces,47,-0.1532816172885226
Unemployment Rate (%),statement_pieces,48,-0.1429620259912895
CPI_Index,luxury,0,0.7701679729047544
CPI_Index,luxury,1,0.771477255294862
CPI_Index,luxury,2,0.7781788444439781
CPI_Index,luxury,3,0.7757768101903061
CPI_Index,luxury,4,0.7703189170024973
CPI_Index,luxury,5,0.7687333830345487
CPI_Index,luxury,6,0.7601743814757735
CPI_Index,luxury,7,0.7561628825139504
CPI_Index,luxury,8,0.758040351321622
CPI_Index,luxury,9,0.7499018247914552
CPI_Index,luxury,10,0.7457982091047713
CPI_Index,luxury,11,0.7422502250639453
CPI_Index,luxury,12,0.7286360660382668
CPI_Index,luxury,13,0.7234470578790977
CPI_Index,luxury,14,0.724727740903521
CPI_Index,luxury,15,0.7183215557774998
CPI_Index,luxury,16,0.7128397036694205
CPI_Index,luxury,17,0.7107389843173936
CPI_Index,luxury,18,0.7039554967647637
CPI_Index,luxury,19,0.6996645021142222
CPI_Index,luxury,20,0.6985148565432882
CPI_Index,luxury,21,0.6908641065726964
CPI_Index,luxury,22,0.6887192765053887
CPI_Index,luxury,23,0.6831752021965618
CPI_Index,luxury,24,0.6699337687174087
CPI_Index,luxury,25,0.667062180259876
CPI_Index,luxury,26,0.6659655575676543
CPI_Index,luxury,27,0.6618416644615083
CPI_Index,luxury,28,0.6575608581674842
CPI_Index,luxury,29,0.6511927996609851
CPI_Index,luxury,30,0.6423742123387236
CPI_Index,luxury,31,0.6368835394408527
CPI_Index,luxury,32,0.6328812693249672
CPI_Index,luxury,33,0.6208801037428086
CPI_Index,luxury,34,0.6089641103931785
CPI_Index,luxury,35,0.6056394432578779
CPI_Index,luxury,36,0.6002857070641218
CPI_Index,luxury,37,0.6124491800933973
CPI_Index,luxury,38,0.6221283789888342
CPI_Index,luxury,39,0.6301759222563915
CPI_Index,luxury,40,0.649272884583094
CPI_Index,luxury,41,0.6739861263624666
CPI_Index,luxury,42,0.6889755045929368
CPI_Index,luxury,43,0.6966137153850147
CPI_Index,luxury,44,0.708968049649732
CPI_Index,luxury,45,0.7100642778336179
CPI_Index,luxury,46,0.7102459898518685
CPI_Index,luxury,47,0.7186335605313466
CPI_Index,luxury,48,0.7153225666603035
CPI_Index,quiet_luxury,0,0.7048581594600831
CPI_Index,quiet_luxury,1,0.6910146093963565
CPI_Index,quiet_luxury,2,0.6809755497866967
CPI_Index,quiet_luxury,3,0.6685993291083578
CPI_Index,quiet_luxury,4,0.6532405386403621
CPI_Index,quiet_luxury,5,0.64371169285561
CPI_Index,quiet_luxury,6,0.62991972999249
CPI_Index,quiet_luxury,7,0.612357484853455
CPI_Index,quiet_luxury,8,0.5975520522736272
CPI_Index,quiet_luxury,9,0.5785275011837809
CPI_Index,quiet_luxury,10,0.5574182800504637
CPI_Index,quiet_luxury,11,0.5386882456903297
CPI_Index,quiet_luxury,12,0.5179047582368933
CPI_Index,quiet_luxury,13,0.4923912526265873
CPI_Index,quiet_luxury,14,0.4706455954827804
CPI_Index,quiet_luxury,15,0.44137766110670396
CPI_Index,quiet_luxury,16,0.4055309790052592
CPI_Index,quiet_luxury,17,0.3676351680733407
CPI_Index,quiet_luxury,18,0.3263382816847544
CPI_Index,quiet_luxury,19,0.2746848091856347
CPI_Index,quiet_luxury,20,0.2121160973417342
CPI_Index,quiet_luxury,21,0.12824692754318384
CPI_Index,quiet_luxury,22,0.04542351351777067
CPI_Index,quiet_luxury,23,0.034394318436781625
CPI_Index,quiet_luxury,24,0.04446717832106489
CPI_Index,quiet_luxury,25,0.043491993961837255
CPI_Index,quiet_luxury,26,0.0509090884283174
CPI_Index,quiet_luxury,27,0.05853873848091411
CPI_Index,quiet_luxury,28,0.05761008137053013
CPI_Index,quiet_luxury,29,0.061429829078239774
CPI_Index,quiet_luxury,30,0.06701322716299105
CPI_Index,quiet_luxury,31,0.06611167492348646
CPI_Index,quiet_luxury,32,0.06859729517852489
CPI_Index,quiet_luxury,33,0.07679138945923367
CPI_Index,quiet_luxury,34,0.07594933628402814
CPI_Index,quiet_luxury,35,0.07955237104931416
CPI_Index,quiet_luxury,36,0.0819252359341597
CPI_Index,quiet_luxury,37,0.08107858786467834
CPI_Index,quiet_luxury,38,0.08476400346914624
CPI_Index,quiet_luxury,39,0.09258672486781286
CPI_Index,quiet_luxury,40,0.09177696897008754
CPI_Index,quiet_luxury,41,0.09920330844023122
CPI_Index,quiet_luxury,42,0.1071958062881204
CPI_Index,quiet_luxury,43,0.10645150163071036
CPI_Index,quiet_luxury,44,0.11938158662796076
CPI_Index,quiet_luxury,45,0.12394161437863087
CPI_Index,quiet_luxury,46,0.12327335660176474
CPI_Index,quiet_luxury,47,0.13439391279434454
CPI_Index,quiet_luxury,48,0.13708856199239045
CPI_Index,minimalist_fashion,0,0.047368358834599875
CPI_Index,minimalist_fashion,1,0.05176314645980999
CPI_Index,minimalist_fashion,2,0.06106718077800276
CPI_Index,minimalist_fashion,3,0.06892498281021314
CPI_Index,minimalist_fashion,4,0.0702306267524603
CPI_Index,minimalist_fashion,5,0.0781689484780678
CPI_Index,minimalist_fashion,6,0.08651090242619779
CPI_Index,minimalist_fashion,7,0.08877439373620633
CPI_Index,minimalist_fashion,8,0.10078864432426356
CPI_Index,minimalist_fashion,9,0.10962335054136381
CPI_Index,minimalist_fashion,10,0.08478010946537616
CPI_Index,minimalist_fashion,11,0.09518293220867022
CPI_Index,minimalist_fashion,12,0.10299142584555455
CPI_Index,minimalist_fashion,13,0.10823376194042285
CPI_Index,minimalist_fashion,14,0.11762596664408036
CPI_Index,minimalist_fashion,15,0.1019552741060128
CPI_Index,minimalist_fashion,16,0.10549262738448609
CPI_Index,minimalist_fashion,17,0.11301474715125659
CPI_Index,minimalist_fashion,18,0.12307243359251321
CPI_Index,minimalist_fashion,19,0.12572898236477584
CPI_Index,minimalist_fashion,20,0.13065702218539246
CPI_Index,minimalist_fashion,21,0.10200821846254272
CPI_Index,minimalist_fashion,22,0.10509288851491616
CPI_Index,minimalist_fashion,23,0.08428482480288059
CPI_Index,minimalist_fashion,24,0.09332589997169445
CPI_Index,minimalist_fashion,25,0.09602068915324713
CPI_Index,minimalist_fashion,26,0.10729862250114253
CPI_Index,minimalist_fashion,27,0.11028616102757756
CPI_Index,minimalist_fashion,28,0.08699977567914642
CPI_Index,minimalist_fashion,29,0.09561495403313856
CPI_Index,minimalist_fashion,30,0.104063549240263
CPI_Index,minimalist_fashion,31,0.10271808806178061
CPI_Index,minimalist_fashion,32,0.10674798416787212
CPI_Index,minimalist_fashion,33,0.07099264107400483
CPI_Index,minimalist_fashion,34,0.045653800390954555
CPI_Index,minimalist_fashion,35,0.05342455204332732
CPI_Index,minimalist_fashion,36,0.016646677536083246
CPI_Index,minimalist_fashion,37,0.019998654083486847
CPI_Index,minimalist_fashion,38,0.023087525394866436
CPI_Index,minimalist_fashion,39,0.02781114395474711
CPI_Index,minimalist_fashion,40,-0.018613185976699618
CPI_Index,minimalist_fashion,41,-0.008296032769671849
CPI_Index,minimalist_fashion,42,-0.004332369155412901
CPI_Index,minimalist_fashion,43,-0.0042906270352201506
CPI_Index,minimalist_fashion,44,0.005830944904528139
CPI_Index,minimalist_fashion,45,0.012875575099096745
CPI_Index,minimalist_fashion,46,0.01985228642682332
CPI_Index,minimalist_fashion,47,0.028515769449713842
CPI_Index,minimalist_fashion,48,0.035819195771117855
CPI_Index,timeless_basics,0,-0.013938460956200091
CPI_Index,timeless_basics,1,-0.013379684569142396
CPI_Index,timeless_basics,2,-0.014091446703077834
CPI_Index,timeless_basics,3,-0.014820943483632928
CPI_Index,timeless_basics,4,-0.011069539709492957
CPI_Index,timeless_basics,5,-0.011806610561068505
CPI_Index,timeless_basics,6,-0.012534752477715946
CPI_Index,timeless_basics,7,-0.00869263632023637
CPI_Index,timeless_basics,8,-0.009427725471297057
CPI_Index,timeless_basics,9,-0.010149415665936598
CPI_Index,timeless_basics,10,-0.0075467513752720495
CPI_Index,timeless_basics,11,-0.008283587037862167
CPI_Index,timeless_basics,12,-0.00902078426625976
CPI_Index,timeless_basics,13,-0.0070490411882557676
CPI_Index,timeless_basics,14,-0.007806620916929622
CPI_Index,timeless_basics,15,-0.008516440219132426
CPI_Index,timeless_basics,16,-0.005768468062423572
CPI_Index,timeless_basics,17,-0.006492597917999045
CPI_Index,timeless_basics,18,-0.007191153431808956
CPI_Index,timeless_basics,19,-0.003661157696179692
CPI_Index,timeless_basics,20,-0.004369173495613157
CPI_Index,timeless_basics,21,-0.0050656279532575585
CPI_Index,timeless_basics,22,-0.005779232893446546
CPI_Index,timeless_basics,23,-0.00651070404417236
CPI_Index,timeless_basics,24,-0.00726080090570849
CPI_Index,timeless_basics,25,-0.0028960295625012396
CPI_Index,timeless_basics,26,-0.003652692772633219
CPI_Index,timeless_basics,27,-0.00442423226112999
CPI_Index,timeless_basics,28,-0.0007283436892551519
CPI_Index,timeless_basics,29,-0.0015113660685144058
CPI_Index,timeless_basics,30,-0.0022897377464106993
CPI_Index,timeless_basics,31,0.003017590610809897
CPI_Index,timeless_basics,32,0.0022386205976661177
CPI_Index,timeless_basics,33,0.001509763573653416
CPI_Index,timeless_basics,34,0.003874111506737075
CPI_Index,timeless_basics,35,0.0031262008210107242
CPI_Index,timeless_basics,36,0.0023688793052464487
CPI_Index,timeless_basics,37,-0.015851834164785486
CPI_Index,timeless_basics,38,-0.01676586777832806
CPI_Index,timeless_basics,39,-0.01767675076440287
CPI_Index,timeless_basics,40,-0.004059961498588807
CPI_Index,timeless_basics,41,-0.004925046204212748
CPI_Index,timeless_basics,42,-0.005789042008596747
CPI_Index,timeless_basics,43,0.0015715684220832526
CPI_Index,timeless_basics,44,0.0007146218915294228
CPI_Index,timeless_basics,45,-9.285194037600815e-05
CPI_Index,timeless_basics,46,0.0049634106112256896
CPI_Index,timeless_basics,47,0.004148141317419021
CPI_Index,timeless_basics,48,0.003359079072505984
CPI_Index,capsule_wardrobe,0,0.8627228212740377
CPI_Index,capsule_wardrobe,1,0.8696265750249598
CPI_Index,capsule_wardrobe,2,0.8787885562102631
CPI_Index,capsule_wardrobe,3,0.8854907393079855
CPI_Index,capsule_wardrobe,4,0.8828505602070147
CPI_Index,capsule_wardrobe,5,0.8836519469858408
CPI_Index,capsule_wardrobe,6,0.8815125884298047
CPI_Index,capsule_wardrobe,7,0.876355435507134
CPI_Index,capsule_wardrobe,8,0.8744530337184948
CPI_Index,capsule_wardrobe,9,0.8667723228420277
CPI_Index,capsule_wardrobe,10,0.8574302049608883
CPI_Index,capsule_wardrobe,11,0.8553480236323093
CPI_Index,capsule_wardrobe,12,0.846848031794169
CPI_Index,capsule_wardrobe,13,0.8420707476990439
CPI_Index,capsule_wardrobe,14,0.8435339482537128
CPI_Index,capsule_wardrobe,15,0.8386583265008568
CPI_Index,capsule_wardrobe,16,0.8274094529858524
CPI_Index,capsule_wardrobe,17,0.8216635517989634
CPI_Index,capsule_wardrobe,18,0.8120128329213662
CPI_Index,capsule_wardrobe,19,0.8003676565791109
CPI_Index,capsule_wardrobe,20,0.7910957437759045
CPI_Index,capsule_wardrobe,21,0.7806286870605686
CPI_Index,capsule_wardrobe,22,0.7676601106849854
CPI_Index,capsule_wardrobe,23,0.7624264340517132
CPI_Index,capsule_wardrobe,24,0.7510364497818034
CPI_Index,capsule_wardrobe,25,0.7464760339471248
CPI_Index,capsule_wardrobe,26,0.7420663842477739
CPI_Index,capsule_wardrobe,27,0.732236599854016
CPI_Index,capsule_wardrobe,28,0.7234923629650842
CPI_Index,capsule_wardrobe,29,0.7149085596447092
CPI_Index,capsule_wardrobe,30,0.7029595929452789
CPI_Index,capsule_wardrobe,31,0.6909827866822039
CPI_Index,capsule_wardrobe,32,0.68395006544097
CPI_Index,capsule_wardrobe,33,0.6708265974329061
CPI_Index,capsule_wardrobe,34,0.6574022850105222
CPI_Index,capsule_wardrobe,35,0.6535438599763034
CPI_Index,capsule_wardrobe,36,0.6430500878785027
CPI_Index,capsule_wardrobe,37,0.649522523326472
CPI_Index,capsule_wardrobe,38,0.6577503043618061
CPI_Index,capsule_wardrobe,39,0.6621807636149869
CPI_Index,capsule_wardrobe,40,0.6658301439667188
CPI_Index,capsule_wardrobe,41,0.6787485445710669
CPI_Index,capsule_wardrobe,42,0.685500377734993
CPI_Index,capsule_wardrobe,43,0.6939976829123271
CPI_Index,capsule_wardrobe,44,0.7040245652280455
CPI_Index,capsule_wardrobe,45,0.7032845426744082
CPI_Index,capsule_wardrobe,46,0.7080616196709391
CPI_Index,capsule_wardrobe,47,0.7191632132779097
CPI_Index,capsule_wardrobe,48,0.7229078155877194
CPI_Index,thrift_store,0,0.8281057455552687
CPI_Index,thrift_store,1,0.8251379170172765
CPI_Index,thrift_store,2,0.8267572641720872
CPI_Index,thrift_store,3,0.8267256291737084
CPI_Index,thrift_store,4,0.8260333896052208
CPI_Index,thrift_store,5,0.8261004870164
CPI_Index,thrift_store,6,0.8241851757134651
CPI_Index,thrift_store,7,0.8179116671048644
CPI_Index,thrift_store,8,0.8188017975002325
CPI_Index,thrift_store,9,0.8143656172985497
CPI_Index,thrift_store,10,0.8106301658322498
CPI_Index,thrift_store,11,0.81155448308698
CPI_Index,thrift_store,12,0.808391698191101
CPI_Index,thrift_store,13,0.8062098686495971
CPI_Index,thrift_store,14,0.8075463693028339
CPI_Index,thrift_store,15,0.808890446097037
CPI_Index,thrift_store,16,0.8053134659878946
CPI_Index,thrift_store,17,0.8063188114982627
CPI_Index,thrift_store,18,0.8067029674964195
CPI_Index,thrift_store,19,0.8019478293460589
CPI_Index,thrift_store,20,0.8007477179417644
CPI_Index,thrift_store,21,0.7967747709087385
CPI_Index,thrift_store,22,0.7927198624095158
CPI_Index,thrift_store,23,0.7923639388555246
CPI_Index,thrift_store,24,0.7872460345312089
CPI_Index,thrift_store,25,0.7832314417685664
CPI_Index,thrift_store,26,0.7820303787404959
CPI_Index,thrift_store,27,0.7805285268365533
CPI_Index,thrift_store,28,0.7753430125380372
CPI_Index,thrift_store,29,0.7734293674201973
CPI_Index,thrift_store,30,0.7709814928959958
CPI_Index,thrift_store,31,0.763830048973167
CPI_Index,thrift_store,32,0.7633662010790008
CPI_Index,thrift_store,33,0.7583189538395688
CPI_Index,thrift_store,34,0.7509531304076132
CPI_Index,thrift_store,35,0.748838133641673
CPI_Index,thrift_store,36,0.7447821556768559
CPI_Index,thrift_store,37,0.7411732378320011
CPI_Index,thrift_store,38,0.7434864177842118
CPI_Index,thrift_store,39,0.7416847423499029
CPI_Index,thrift_store,40,0.7393262124617211
CPI_Index,thrift_store,41,0.7486017931625133
CPI_Index,thrift_store,42,0.7521820992433647
CPI_Index,thrift_store,43,0.7472093823831637
CPI_Index,thrift_store,44,0.7481828723328842
CPI_Index,thrift_store,45,0.7421544154095976
CPI_Index,thrift_store,46,0.7378653496411667
CPI_Index,thrift_store,47,0.7404573516273001
CPI_Index,thrift_store,48,0.7343165334967573
CPI_Index,second_hand_clothing,0,-0.2420616081050871
CPI_Index,second_hand_clothing,1,-0.2466864947944182
CPI_Index,second_hand_clothing,2,-0.2298542264878173
CPI_Index,second_hand_clothing,3,-0.23555965876081708
CPI_Index,second_hand_clothing,4,-0.2592982885986146
CPI_Index,second_hand_clothing,5,-0.2512158950369313
CPI_Index,second_hand_clothing,6,-0.2603617440363934
CPI_Index,second_hand_clothing,7,-0.2578283102299523
CPI_Index,second_hand_clothing,8,-0.2632392310907711
CPI_Index,second_hand_clothing,9,-0.2838267182761634
CPI_Index,second_hand_clothing,10,-0.29779110309706197
CPI_Index,second_hand_clothing,11,-0.2884180348496394
CPI_Index,second_hand_clothing,12,-0.30579650048010126
CPI_Index,second_hand_clothing,13,-0.29500305334750887
CPI_Index,second_hand_clothing,14,-0.2832425209874642
CPI_Index,second_hand_clothing,15,-0.29771110939048356
CPI_Index,second_hand_clothing,16,-0.3047580343660339
CPI_Index,second_hand_clothing,17,-0.29310932825261277
CPI_Index,second_hand_clothing,18,-0.3168385058421051
CPI_Index,second_hand_clothing,19,-0.3154008301393011
CPI_Index,second_hand_clothing,20,-0.3197052567751423
CPI_Index,second_hand_clothing,21,-0.33994436472319767
CPI_Index,second_hand_clothing,22,-0.34868534141614044
CPI_Index,second_hand_clothing,23,-0.3574409032720049
CPI_Index,second_hand_clothing,24,-0.36071324902844726
CPI_Index,second_hand_clothing,25,-0.3452690254232938
CPI_Index,second_hand_clothing,26,-0.3395123187472057
CPI_Index,second_hand_clothing,27,-0.34064796224097127
CPI_Index,second_hand_clothing,28,-0.33758638920996753
CPI_Index,second_hand_clothing,29,-0.32844079793882897
CPI_Index,second_hand_clothing,30,-0.32621993061424465
CPI_Index,second_hand_clothing,31,-0.34255190370041394
CPI_Index,second_hand_clothing,32,-0.3473006826602299
CPI_Index,second_hand_clothing,33,-0.37942932892844594
CPI_Index,second_hand_clothing,34,-0.3757272873780928
CPI_Index,second_hand_clothing,35,-0.36656559025573815
CPI_Index,second_hand_clothing,36,-0.3720375295135713
CPI_Index,second_hand_clothing,37,-0.36768472851366235
CPI_Index,second_hand_clothing,38,-0.34854359850176003
CPI_Index,second_hand_clothing,39,-0.34526841570304523
CPI_Index,second_hand_clothing,40,-0.33183834257515404
CPI_Index,second_hand_clothing,41,-0.29888578326842336
CPI_Index,second_hand_clothing,42,-0.2868392213026856
CPI_Index,second_hand_clothing,43,-0.26817550405978635
CPI_Index,second_hand_clothing,44,-0.2511250879541457
CPI_Index,second_hand_clothing,45,-0.24926904039399286
CPI_Index,second_hand_clothing,46,-0.23768643057546113
CPI_Index,second_hand_clothing,47,-0.20951146438729895
CPI_Index,second_hand_clothing,48,-0.21480573591036745
CPI_Index,vintage_clothing,0,-0.7800074063877114
CPI_Index,vintage_clothing,1,-0.7780364055762129
CPI_Index,vintage_clothing,2,-0.7746537830447234
CPI_Index,vintage_clothing,3,-0.7707781394254611
CPI_Index,vintage_clothing,4,-0.7662879414197913
CPI_Index,vintage_clothing,5,-0.7601557517100169
CPI_Index,vintage_clothing,6,-0.757822608465976
CPI_Index,vintage_clothing,7,-0.7538037930931644
CPI_Index,vintage_clothing,8,-0.7471065519405006
CPI_Index,vintage_clothing,9,-0.7463990937101362
CPI_Index,vintage_clothing,10,-0.7435593720078211
CPI_Index,vintage_clothing,11,-0.7349132148858335
CPI_Index,vintage_clothing,12,-0.7306725794196837
CPI_Index,vintage_clothing,13,-0.7239524703224157
CPI_Index,vintage_clothing,14,-0.7147982953186396
CPI_Index,vintage_clothing,15,-0.7059425087095501
CPI_Index,vintage_clothing,16,-0.6991447701058059
CPI_Index,vintage_clothing,17,-0.6869554463994062
CPI_Index,vintage_clothing,18,-0.6787811877167855
CPI_Index,vintage_clothing,19,-0.6688793471387836
CPI_Index,vintage_clothing,20,-0.6575333502436823
CPI_Index,vintage_clothing,21,-0.656436994611253
CPI_Index,vintage_clothing,22,-0.6494796947670337
CPI_Index,vintage_clothing,23,-0.6377039507967049
CPI_Index,vintage_clothing,24,-0.629380547317124
CPI_Index,vintage_clothing,25,-0.6174552463832261
CPI_Index,vintage_clothing,26,-0.6044161172469927
CPI_Index,vintage_clothing,27,-0.5951425458520624
CPI_Index,vintage_clothing,28,-0.5839654728358624
CPI_Index,vintage_clothing,29,-0.5748030174073574
CPI_Index,vintage_clothing,30,-0.5708782201477257
CPI_Index,vintage_clothing,31,-0.5646573970311013
CPI_Index,vintage_clothing,32,-0.5549839214638583
CPI_Index,vintage_clothing,33,-0.559577430387476
CPI_Index,vintage_clothing,34,-0.5573100190285526
CPI_Index,vintage_clothing,35,-0.553052236238358
CPI_Index,vintage_clothing,36,-0.5527561054596308
CPI_Index,vintage_clothing,37,-0.5465694261376115
CPI_Index,vintage_clothing,38,-0.5409096499293213
CPI_Index,vintage_clothing,39,-0.5369475314359137
CPI_Index,vintage_clothing,40,-0.5357857137997553
CPI_Index,vintage_clothing,41,-0.531723602195173
CPI_Index,vintage_clothing,42,-0.5373214689155149
CPI_Index,vintage_clothing,43,-0.5396735466625172
CPI_Index,vintage_clothing,44,-0.5412982079802143
CPI_Index,vintage_clothing,45,-0.5503560877410266
CPI_Index,vintage_clothing,46,-0.5540198501011016
CPI_Index,vintage_clothing,47,-0.5531185985040445
CPI_Index,vintage_clothing,48,-0.5643180328228833
CPI_Index,short_skirts,0,-0.838334165659229
CPI_Index,short_skirts,1,-0.838654373849689
CPI_Index,short_skirts,2,-0.839348340604087
CPI_Index,short_skirts,3,-0.8403535504465333
CPI_Index,short_skirts,4,-0.841231993271875
